_issn_norm,_journal_label,_publisher,apc,papers,uncovered_total,within_cap
15221466,Am J Physiol Renal Physiol,American Physiological Society,0.0,17,0.0,True
15221504,Am J Physiol Lung Cell Mol Physiol,American Physiological Society,0.0,13,0.0,True
15221547,Am J Physiol Gastrointest Liver Physiol,American Physiological Society,0.0,10,0.0,True
23747943,ACS Cent Sci,American Chemical Society (ACS),0.0,8,0.0,True
15534014,Annu Rev Pathol,Annual Reviews,0.0,6,0.0,True
20416520,Chem Sci,Royal Society of Chemistry (RSC),0.0,6,0.0,True
15529924,Environ Health Perspect,Environmental Health Perspectives,0.0,4,0.0,True
14708736,Clin Sci (Lond),Portland Press,0.0,2,0.0,True
14708752,Biochem Soc Trans,Portland Press,0.0,2,0.0,True
15221490,Am J Physiol Regul Integr Comp Physiol,American Physiological Society,0.0,2,0.0,True
15221601,J Appl Physiol (1985),American Physiological Society,0.0,2,0.0,True
15441717,Ann Fam Med,Annals of Family Medicine,0.0,2,0.0,True
15587118,J Am Board Fam Med,American Board of Family Medicine (ABFM),0.0,2,0.0,True
14219859,Dev Neurosci,Karger Publishers,0.0,1,0.0,True
15221555,Am J Physiol Endocrinol Metab,American Physiological Society,0.0,1,0.0,True
15357597,Epilepsy Curr,SAGE Publications,0.0,1,0.0,True
19362692,Am J Manag Care,"Clinical Care Targeted Communications Group, LLC",0.0,1,0.0,True
25730142,Proc ACM Hum Comput Interact,Association for Computing Machinery (ACM),350.0,9,0.0,True
25789430,MicroPubl Biol,Caltech Library,350.0,4,0.0,True
21688184,Cureus,Springer Nature,590.0,2,0.0,True
26660849,JACC Case Rep,Elsevier,850.0,2,0.0,True
15221598,J Neurophysiol,American Physiological Society,995.0,18,0.0,True
15221539,Am J Physiol Heart Circ Physiol,American Physiological Society,995.0,12,0.0,True
15221563,Am J Physiol Cell Physiol,American Physiological Society,995.0,2,0.0,True
26334895,Implement Res Pract,SAGE Publications,1000.0,3,0.0,True
17470161,Res Ethics,SAGE Publications,1000.0,1,0.0,True
23968923,Biol Methods Protoc,Oxford University Press (OUP),1120.0,1,0.0,True
23318325,Bio Protoc,Bio-Protocol,1200.0,6,0.0,True
15308898,J Cogn Neurosci,MIT Press,1250.0,8,0.0,True
22150161,MethodsX,Elsevier,1260.0,1,0.0,True
19384114,J Stud Alcohol Drugs,Alcohol Research Documentation,1275.0,4,0.0,True
27314251,Npj Ment Health Res,Springer Nature,1390.0,3,0.0,True
23069740,Mhealth,AME Publishing Company,1390.0,1,0.0,True
2576098X,Microbiol Resour Announc,American Society for Microbiology,1400.0,12,0.0,True
2398502X,Wellcome Open Res,Taylor & Francis,1408.0,3,0.0,True
26911191,JASA Express Lett,Acoustical Society of America (ASA),1450.0,4,0.0,True
27536130,Glob Adv Integr Med Health,SAGE Publications,1500.0,1,0.0,True
26665603,SSM Ment Health,Elsevier,1540.0,2,0.0,True
26661667,STAR Protoc,Elsevier,1550.0,28,0.0,True
10985514,J Virol,American Society for Microbiology,1580.0,32,0.0,True
24519936,Am J Ophthalmol Case Rep,Elsevier,1590.0,1,0.0,True
28376056,Imaging Neurosci (Camb),MIT Press,1600.0,7,0.0,True
20461402,F1000Res,Taylor & Francis,1643.0,1,0.0,True
23120541,ERJ Open Res,European Respiratory Society (ERS),1659.0,3,0.0,True
15602281,J Biomed Opt,"SPIE, the international society for optics and photonics",1675.0,5,0.0,True
23294302,J Med Imaging (Bellingham),"SPIE, the international society for optics and photonics",1675.0,2,0.0,True
20721439,J Thorac Dis,AME Publishing Company,1680.0,10,0.0,True
17560500,BMC Res Notes,Springer Nature,1690.0,1,0.0,True
25737732,Immunohorizons,Oxford University Press (OUP),1700.0,10,0.0,True
20462069,RSC Adv,Royal Society of Chemistry (RSC),1762.0,3,0.0,True
27726282,PEC Innov,Elsevier,1790.0,3,0.0,True
1940087X,J Vis Exp,MyJove,1800.0,15,0.0,True
26417650,Kidney360,Wolters Kluwer,1800.0,15,0.0,True
26414368,Neurobiol Lang (Camb),MIT Press,1800.0,5,0.0,True
15525783,Invest Ophthalmol Vis Sci,Association for Research in Vision and Ophthalmology (ARVO),1850.0,29,0.0,True
26629992,Humanit Soc Sci Commun,Springer Nature,1890.0,1,0.0,True
19290748,JMIR Res Protoc,JMIR Publications,1900.0,17,0.0,True
22118179,Glob Heart,Ubiquity Press,1900.0,1,0.0,True
26666677,Am J Prev Cardiol,Elsevier,1900.0,1,0.0,True
24701343,ACS Omega,American Chemical Society (ACS),1935.0,2,0.0,True
21642591,Transl Vis Sci Technol,Association for Research in Vision and Ophthalmology (ARVO),1950.0,12,0.0,True
26665778,AJOG Glob Rep,Elsevier,1980.0,1,0.0,True
23691999,JMIR Cancer,JMIR Publications,1985.0,7,0.0,True
22929495,JMIR Hum Factors,JMIR Publications,1985.0,5,0.0,True
25616722,JMIR Pediatr Parent,JMIR Publications,1985.0,3,0.0,True
25617605,JMIR Aging,JMIR Publications,1985.0,2,0.0,True
23714379,JMIR Diabetes,JMIR Publications,1985.0,1,0.0,True
25098020,J Patient Rep Outcomes,Springer Nature,1990.0,6,0.0,True
21678359,PeerJ,PeerJ,1995.0,1,0.0,True
15354989,Am J Respir Cell Mol Biol,American Thoracic Society,2000.0,71,0.0,True
15354970,Am J Respir Crit Care Med,American Thoracic Society,2000.0,40,0.0,True
15589102,J Speech Lang Hear Res,American Speech Language Hearing Association,2000.0,18,0.0,True
23256621,Ann Am Thorac Soc,American Thoracic Society,2000.0,18,0.0,True
15589110,Am J Speech Lang Pathol,American Speech Language Hearing Association,2000.0,16,0.0,True
26398028,Crit Care Explor,Wolters Kluwer,2000.0,11,0.0,True
15407748,J Gen Physiol,Rockefeller University Press,2000.0,6,0.0,True
24731242,Health Equity,Mary Ann Liebert,2000.0,6,0.0,True
26663341,F S Rep,Elsevier,2000.0,3,0.0,True
26670267,JID Innov,Elsevier,2000.0,3,0.0,True
27725723,Gastro Hep Adv,Elsevier,2000.0,3,0.0,True
27728293,J Allergy Clin Immunol Glob,Elsevier,2000.0,2,0.0,True
19385404,Radiat Res,Radiation Research Society,2000.0,1,0.0,True
