Journal Title,Online ISSN,Type
Case Reports in Dermatological Medicine,20906471,Fully OA
Case Reports in Endocrinology,2090651X,Fully OA
Case Reports in Gastrointestinal Medicine,20906536,Fully OA
Case Reports in Genetics,20906552,Fully OA
Case Reports in Hematology,20906579,Fully OA
Case Reports in Hepatology,20906595,Fully OA
Case Reports in Immunology,20906617,Fully OA
Case Reports in Infectious Diseases,20906633,Fully OA
Case Reports in Medicine,16879635,Fully OA
Case Reports in Nephrology,2090665X,Fully OA
Case Reports in Neurological Medicine,20906676,Fully OA
Case Reports in Obstetrics and Gynecology,20906692,Fully OA
Case Reports in Oncological Medicine,20906714,Fully OA
Case Reports in Ophthalmological Medicine,20906730,Fully OA
Case Reports in Orthopedics,20906757,Fully OA
Case Reports in Otolaryngology,20906773,Fully OA
Case Reports in Pathology,2090679X,Fully OA
Case Reports in Pediatrics,20906811,Fully OA
Case Reports in Psychiatry,20906838,Fully OA
Case Reports in Pulmonology,20906854,Fully OA
Case Reports in Radiology,20906870,Fully OA
Case Reports in Rheumatology,20906897,Fully OA
Case Reports in Surgery,20906919,Fully OA
Case Reports in Transplantation,20906951,Fully OA
Case Reports in Urology,20906978,Fully OA
Case Reports in Vascular Medicine,20906994,Fully OA
Case Reports in Veterinary Medicine,2090701X,Fully OA
Cell Proliferation,13652184,Fully OA
Cellular Microbiology,14625822,Fully OA
ChemElectroChem,21960216,Fully OA
Chemistry - Methods,26289725,Fully OA
ChemistryEurope,27514765,Fully OA
ChemistryOpen,21911363,Fully OA
Chronic Diseases and Translational Medicine,25890514,Fully OA
CleanMat,28376722,Fully OA
Climate Resilience and Sustainability,26924587,Fully OA
Clinical & Translational Immunology,20500068,Fully OA
Clinical and Experimental Dental Research,20574347,Fully OA
Clinical and Public Health Guidelines,28363973,Fully OA
Clinical and Translational Allergy,20457022,Fully OA
Clinical and Translational Discovery,27680622,Fully OA
Clinical and Translational Medicine,20011326,Fully OA
Clinical and Translational Science,17528062,Fully OA
Clinical Cardiology,19328737,Fully OA
Clinical Case Reports,20500904,Fully OA
Clinical Neuroimaging,28373219,Fully OA
cMat,30062691,Fully OA
CNS Neuroscience & Therapeutics,17555949,Fully OA
Cochrane Evidence Synthesis and Methods,28329023,Fully OA
Cognitive Computation and Systems,25177567,Fully OA
Community Science,26929430,Fully OA
Complexity,10990526,Fully OA
Computational and Mathematical Methods,25777408,Fully OA
Computational and Systems Oncology,26899655,Fully OA
"Concepts in Magnetic Resonance Part A, Bridging Education and Research",15525023,Fully OA
Conservation Letters,1755263X,Fully OA
Conservation Science and Practice,25784854,Fully OA
Contemporary European Politics,28330188,Fully OA
CPT: Pharmacometrics & Systems Pharmacology,21638306,Fully OA
Critical Care Research and Practice,20901313,Fully OA
Deep Underground Science and Engineering,27701328,Fully OA
DEN Open,26924609,Fully OA
Depression and Anxiety,15206394,Fully OA
Dermatologic Therapy,15298019,Fully OA
Dermatology Research and Practice,16876113,Fully OA
Digital Twins and Applications,29952182,Fully OA
Discrete Dynamics in Nature and Society,1607887X,Fully OA
Diversity & Inclusion Research,2835236X,Fully OA
Diversity and Distributions,14724642,Fully OA
Droplet,27314375,Fully OA
Earth and Space Science,23335084,Fully OA
Earth Stewardship,28353617,Fully OA
Earth's Future,23284277,Fully OA
EcoEnergy,28359399,Fully OA
Ecography,16000587,Fully OA
Ecological Solutions and Evidence,26888319,Fully OA
Ecology and Evolution,20457758,Fully OA
EcoMat,25673173,Fully OA
Ecosphere,21508925,Fully OA
eFood,26663066,Fully OA
EFSA Journal,18314732,Fully OA
eJhaem,26886146,Fully OA
Electrochemical Science Advances,26985977,Fully OA
Electron,27512614,Fully OA
Electronics Letters,1350911X,Fully OA
Emergency Medicine International,20902859,Fully OA
"Endocrinology, Diabetes & Metabolism",23989238,Fully OA
Energy & Environmental Materials,25750356,Fully OA
Energy Conversion and Economics,26341581,Fully OA
Energy Science & Engineering,20500505,Fully OA
Engineering Biology,23986182,Fully OA
Engineering in Life Sciences,16182863,Fully OA
Engineering Reports,25778196,Fully OA
Environmental DNA,26374943,Fully OA
Environmental Microbiology Reports,17582229,Fully OA
Epilepsia Open,24709239,Fully OA
ESC Heart Failure,20555822,Fully OA
European Journal of Cancer Care,13652354,Fully OA
European Journal of Neurology,14681331,Fully OA
European Journal of Sport Science,15367290,Fully OA
Evolutionary Applications,17524571,Fully OA
Experimental Physiology,1469445X,Fully OA
Exploration,27662098,Fully OA
Eye & ENT Research,28351088,Fully OA
FASEB BioAdvances,25739832,Fully OA
FEBS Open Bio,22115463,Fully OA
Financial Planning Review,25738615,Fully OA
FlexMat,28369106,Fully OA
FlexTech,27711714,Fully OA
Food and Energy Security,20483694,Fully OA
Food Bioengineering,27702081,Fully OA
Food Chemistry International,30659027,Fully OA
Food Frontiers,26438429,Fully OA
Food Safety and Health,28351096,Fully OA
Food Science & Nutrition,20487177,Fully OA
Functional Ecology,13652435,Fully OA
Future Humanities,27702030,Fully OA
Future in Educational Research,28359402,Fully OA
Future Postharvest and Food,28376846,Fully OA
Gastroenterology Research and Practice,1687630X,Fully OA
GastroHep,14781239,Fully OA
GCB Bioenergy,17571707,Fully OA
"Genes, Brain and Behavior",1601183X,Fully OA
Genetics Research,14695073,Fully OA
Geo: Geography and Environment,20544049,Fully OA
"Geochemistry, Geophysics, Geosystems",15252027,Fully OA
Geofluids,14688123,Fully OA
GeoHealth,24711403,Fully OA
Geophysical Research Letters,19448007,Fully OA
Geoscience Data Journal,20496060,Fully OA
Global Challenges,20566646,Fully OA
Grassland Research,27701743,Fully OA
Health & Social Care in the Community,13652524,Fully OA
Health Care Science,27711757,Fully OA
Health Expectations,13697625,Fully OA
Health Science Reports,23988835,Fully OA
Healthcare Technology Letters,20533713,Fully OA
HemaSphere,25729241,Fully OA
Heteroatom Chemistry,10981071,Fully OA
High Voltage,23977264,Fully OA
Hong Kong Journal of Emergency Medicine,23095407,Fully OA
Human Behavior and Emerging Technologies,25781863,Fully OA
Human Brain Mapping,10970193,Fully OA
Human Mutation,10981004,Fully OA
Ibrain,27692795,Fully OA
IET Biometrics,20474946,Fully OA
IET Blockchain,26341573,Fully OA
"IET Circuits, Devices & Systems",17518598,Fully OA
IET Collaborative Intelligent Manufacturing,25168398,Fully OA
IET Communications,17518636,Fully OA
IET Computer Vision,17519640,Fully OA
IET Computers & Digital Techniques,1751861X,Fully OA
IET Control Theory & Applications,17518652,Fully OA
IET Cyber-Physical Systems: Theory & Applications,23983396,Fully OA
IET Cyber-Systems and Robotics,26316315,Fully OA
IET Electric Power Applications,17518679,Fully OA
IET Electrical Materials and Applications,29960851,Fully OA
IET Electrical Systems in Transportation,20429746,Fully OA
IET Energy Systems Integration,25168401,Fully OA
"IET Generation, Transmission & Distribution",17518695,Fully OA
IET Image Processing,17519667,Fully OA
IET Information Security,17518717,Fully OA
IET Intelligent Transport Systems,17519578,Fully OA
"IET Microwaves, Antennas & Propagation",17518733,Fully OA
IET Nanobiotechnology,1751875X,Fully OA
IET Nanodielectrics,25143255,Fully OA
IET Networks,20474962,Fully OA
IET Optoelectronics,17518776,Fully OA
IET Power Electronics,17554543,Fully OA
IET Quantum Communication,26328925,Fully OA
"IET Radar, Sonar & Navigation",17518792,Fully OA
IET Renewable Power Generation,17521424,Fully OA
"IET Science, Measurement & Technology",17518830,Fully OA
IET Signal Processing,17519683,Fully OA
IET Smart Cities,26317680,Fully OA
IET Smart Grid,25152947,Fully OA
IET Software,17518814,Fully OA
IET Systems Biology,17518857,Fully OA
IET Wireless Sensor Systems,20436394,Fully OA
IJU Case Reports,2577171X,Fully OA
iLABMED,28344448,Fully OA
iMeta,2770596X,Fully OA
iMetaOmics,29969514,Fully OA
"Immunity, Inflammation and Disease",20504527,Fully OA
ImmunoMedicine,25105345,Fully OA
Indoor Air,16000668,Fully OA
Influenza and Other Respiratory Viruses,17502659,Fully OA
InfoMat,25673165,Fully OA
Information & Functional Materials,27519457,Fully OA
InfoScience,27695883,Fully OA
Integrative Conservation,27709329,Fully OA
Interdisciplinary Materials,2767441X,Fully OA
Interdisciplinary Medicine,28326245,Fully OA
Interdisciplinary Perspectives on Infectious Diseases,16877098,Fully OA
International Journal of Aerospace Engineering,16875974,Fully OA
International Journal of Agronomy,16878167,Fully OA
International Journal of Analytical Chemistry,16878779,Fully OA
International Journal of Antennas and Propagation,16875877,Fully OA
International Journal of Biomaterials,16878795,Fully OA
International Journal of Biomedical Imaging,16874196,Fully OA
International Journal of Breast Cancer,20903189,Fully OA
International Journal of Cell Biology,16878884,Fully OA
International Journal of Ceramic Engineering & Science,25783270,Fully OA
International Journal of Chemical Engineering,16878078,Fully OA
International Journal of Clinical Practice,17421241,Fully OA
International Journal of Computer Games Technology,16877055,Fully OA
International Journal of Dentistry,16878736,Fully OA
International Journal of Differential Equations,16879651,Fully OA
International Journal of Distributed Sensor Networks,15501477,Fully OA
International Journal of Digital Multimedia Broadcasting,16877586,Fully OA
International Journal of Electrochemistry,20903537,Fully OA
International Journal of Endocrinology,16878345,Fully OA
International Journal of Energy Research,1099114X,Fully OA
International Journal of Food Science,23145765,Fully OA
International Journal of Forestry Research,16879376,Fully OA
International Journal of Genomics,23144378,Fully OA
International Journal of Geophysics,16878868,Fully OA
International Journal of Hepatology,20903456,Fully OA
International Journal of Hypertension,20900392,Fully OA
International Journal of Inflammation,20420099,Fully OA
International Journal of Intelligent Systems,1098111X,Fully OA
International Journal of Mathematics and Mathematical Sciences,16870425,Fully OA
International Journal of Mechanical System Dynamics,27671402,Fully OA
International Journal of Methods in Psychiatric Research,15570657,Fully OA
International Journal of Microbiology,16879198,Fully OA
International Journal of Nephrology,20902158,Fully OA
International Journal of Optics,16879392,Fully OA
International Journal of Pediatrics,16879759,Fully OA
International Journal of Photoenergy,1687529X,Fully OA
International Journal of Polymer Science,16879430,Fully OA
International Journal of Reconfigurable Computing,16877209,Fully OA
International Journal of RF and Microwave Computer-Aided Engineering,1099047X,Fully OA
International Journal of Rotating Machinery,15423034,Fully OA
International Journal of Telemedicine and Applications,16876423,Fully OA
International Journal of Vascular Medicine,20902832,Fully OA
International Journal of Zoology,16878485,Fully OA
International Studies of Economics,28313224,Fully OA
International Transactions on Electrical Energy Systems,20507038,Fully OA
International Wound Journal,1742481X,Fully OA
iRadiology,28342879,Fully OA
Japan Architectural Review,24758876,Fully OA
JCPP Advances,26929384,Fully OA
JCSM Communications,29961394,Fully OA
JEADV Clinical Practice,27686566,Fully OA
JGH Open,23979070,Fully OA
JIMD Reports,21928312,Fully OA
JOR Spine,25721143,Fully OA
Journal of Advanced Transportation,20423195,Fully OA
Journal of Advances in Modeling Earth Systems,19422466,Fully OA
Journal of Aging Research,20902212,Fully OA
Journal of Analytical Methods in Chemistry,20908873,Fully OA
Journal of Applied Clinical Medical Physics,15269914,Fully OA
Journal of Applied Ichthyology,14390426,Fully OA
Journal of Applied Mathematics,16870042,Fully OA
Journal of Arrhythmia,18832148,Fully OA
Journal of Avian Biology,1600048X,Fully OA
"Journal of Cachexia, Sarcopenia and Muscle",21906009,Fully OA
Journal of Cardiac Surgery,15408191,Fully OA
Journal of Cell Communication and Signaling,1873961X,Fully OA
Journal of Cellular and Molecular Medicine,15824934,Fully OA
Journal of Chemistry,20909071,Fully OA
Journal of Clinical Laboratory Analysis,10982825,Fully OA
Journal of Clinical Pharmacy and Therapeutics,13652710,Fully OA
Journal of Combustion,20901976,Fully OA
Journal of Computer Networks and Communications,2090715X,Fully OA
Journal of Control Science and Engineering,16875257,Fully OA
Journal of Cosmetic Dermatology,14732165,Fully OA
Journal of Diabetes,17530407,Fully OA
Journal of Diabetes Investigation,20401124,Fully OA
Journal of Diabetes Research,23146753,Fully OA
Journal of Electrical and Computer Engineering,20900155,Fully OA
Journal of Engineering,23144912,Fully OA
Journal of Experimental Orthopaedics,21971153,Fully OA
Journal of Extracellular Biology,27682811,Fully OA
Journal of Extracellular Vesicles,20013078,Fully OA
Journal of Flood Risk Management,1753318x,Fully OA
Journal of Food Biochemistry,17454514,Fully OA
Journal of Food Processing and Preservation,17454549,Fully OA
Journal of Food Quality,17454557,Fully OA
Journal of Foot and Ankle Research,17571146,Fully OA
Journal of Function Spaces,23148888,Fully OA
Journal of General and Family Medicine,21897948,Fully OA
Journal of GeoEnergy,29765501,Fully OA
Journal of Geophysical Research: Machine Learning and Computation,29935210,Fully OA
Journal of Immunology Research,23147156,Fully OA
Journal of Interventional Cardiology,15408183,Fully OA
Journal of Mathematics,23144785,Fully OA
Journal of Medical Radiation Sciences,20513909,Fully OA
Journal of Nanotechnology,16879511,Fully OA
Journal of Nucleic Acids,2090021X,Fully OA
Journal of Nursing Management,13652834,Fully OA
Journal of Nutrition and Metabolism,20900732,Fully OA
Journal of Obesity,20900716,Fully OA
Journal of Ophthalmology,20900058,Fully OA
Journal of Osteoporosis,20420064,Fully OA
Journal of Parasitology Research,20900031,Fully OA
Journal of Pregnancy,20902735,Fully OA
Journal of Probability and Statistics,16879538,Fully OA
Journal of Robotics,16879619,Fully OA
Journal of Sensors,16877268,Fully OA
Journal of Skin Cancer,20902913,Fully OA
Journal of Spectroscopy,23144939,Fully OA
Journal of Sustainable Agriculture and Environment,2767035X,Fully OA
Journal of Synchrotron Radiation,16005775,Fully OA
Journal of the Agricultural and Applied Economics Association,27692485,Fully OA
Journal of the American Heart Association,20479980,Fully OA
Journal of the International AIDS Society,17582652,Fully OA
Journal of the World Aquaculture Society,17497345,Fully OA
Journal of Theoretical Social Psychology,24750387,Fully OA
Journal of Tissue Engineering and Regenerative Medicine,19327005,Fully OA
Journal of Toxicology,16878205,Fully OA
Journal of Transplantation,20900015,Fully OA
Journal of Tropical Medicine,16879694,Fully OA
Journal of Veterinary Internal Medicine,19391676,Fully OA
Journal of Zoological Systematics and Evolutionary Research,14390469,Fully OA
JPGN Reports,2691171X,Fully OA
JSFA Reports,25735098,Fully OA
Laryngoscope Investigative Otolaryngology,23788038,Fully OA
Learned Publishing,23796146,Fully OA
Learning Health Systems,17414857,Fully OA
Legume Science,26396181,Fully OA
Lifestyle Medicine,26883740,Fully OA
Limnology and Oceanography Letters,23782242,Fully OA
Liver International Communications,26423561,Fully OA
Macromolecular Materials and Engineering,14392054,Fully OA
Malignancy Spectrum,27709140,Fully OA
Material Design & Processing Communications,25776576,Fully OA
Materials Genome Engineering Advances,29409497,Fully OA
Maternal & Child Nutrition,17408709,Fully OA
MedComm,26882663,Fully OA
MedComm - Biomaterials and Applications,2769643X,Fully OA
MedComm - Future Medicine,27696456,Fully OA
MedComm - Oncology,27696448,Fully OA
Mediators of Inflammation,14661861,Fully OA
Medicine Advances,28344405,Fully OA
Mental Health Science,26423588,Fully OA
Mental Illness,20367465,Fully OA
MetalMat,29401402,Fully OA
Meteorological Applications,14698080,Fully OA
Methods in Ecology and Evolution,2041210X,Fully OA
Micro & Nano Letters,17500443,Fully OA
Microbial Biotechnology,17517915,Fully OA
MicrobiologyOpen,20458827,Fully OA
mLife,2770100X,Fully OA
Modelling and Simulation in Engineering,16875605,Fully OA
Modern Agriculture,27514102,Fully OA
Molecular Genetics & Genomic Medicine,23249269,Fully OA
Molecular Oncology,18780261,Fully OA
Molecular Plant Pathology,13643703,Fully OA
Nano Select,26884011,Fully OA
Nanomaterials and Nanotechnology,18479804,Fully OA
Natural Resource Modeling,19397445,Fully OA
Natural Sciences,26986248,Fully OA
Neural Plasticity,16875443,Fully OA
Neurology Research International,20901860,Fully OA
Neuroprotection,2770730X,Fully OA
Neuropsychopharmacology Reports,2574173X,Fully OA
New Directions for Child and Adolescent Development,15348687,Fully OA
Nursing Forum,17446198,Fully OA
Nursing Open,20541058,Fully OA
Nursing Plus,2771179X,Fully OA
Nursing Research and Practice,20901437,Fully OA
Obesity Science & Practice,20552238,Fully OA
Obstetrics and Gynecology International,16879597,Fully OA
Occupational Therapy International,15570703,Fully OA
Orthopaedic Surgery,17577861,Fully OA
OTO Open,2473974X,Fully OA
Oxidative Medicine and Cellular Longevity,19420994,Fully OA
Paediatric and Neonatal Pain,26373807,Fully OA
Pain Research and Management,19181523,Fully OA
Parkinson's Disease,20420080,Fully OA
Pediatric Diabetes,13995448,Fully OA
Pediatric Discovery,28355598,Fully OA
Pediatric Investigation,25742272,Fully OA
People and Nature,25758314,Fully OA
Perspectives of Earth and Space Scientists,26376989,Fully OA
Perspectives in Psychiatric Care,17446163,Fully OA
Pharmacology Research & Perspectives,20521707,Fully OA
PhotoMat,27713164,Fully OA
Physiological Reports,2051817X,Fully OA
Plant Biotechnology Journal,14677652,Fully OA
Plant Direct,24754455,Fully OA
Plant-Environment Interactions,25756265,Fully OA
"Plants, People, Planet",25722611,Fully OA
Portal Hypertension & Cirrhosis,27705846,Fully OA
PPAR Research,16874765,Fully OA
Precision Medical Sciences,26422514,Fully OA
Precision Radiation Oncology,23987324,Fully OA
Pregnancy: Official Journal of the Society for Maternal-Fetal Medicine,29979684,Fully OA
Progress in Neurology and Psychiatry,1931227x,Fully OA
Prostate Cancer,2090312X,Fully OA
Proteoglycan Research,28323556,Fully OA
PsyCh Journal,20460260,Fully OA
Psyche: A Journal of Entomology,16877438,Fully OA
Psychiatric Research and Clinical Practice,25755609,Fully OA
Psychiatry and Clinical Neurosciences Reports,27692558,Fully OA
Public Health Challenges,27692450,Fully OA
Pulmonary Circulation,20458940,Fully OA
Pulmonary Medicine,20901844,Fully OA
Quantitative Biology,20954697,Fully OA
Quantitative Economics,17597331,Fully OA
Quantum Engineering,25770470,Fully OA
Radiology Research and Practice,2090195X,Fully OA
Remote Sensing in Ecology and Conservation,20563485,Fully OA
Reproductive Medicine and Biology,14470578,Fully OA
"Reproductive, Female and Child Health",27687228,Fully OA
Respirology Case Reports,20513380,Fully OA
Responsive Materials,28348966,Fully OA
Rheumatology & Autoimmunity,27671429,Fully OA
River,27504867,Fully OA
Science and Technology of Nuclear Installations,16876083,Fully OA
Scientifica,2090908X,Fully OA
Security and Communication Networks,19390122,Fully OA
Shock and Vibration,18759203,Fully OA
Skin Research and Technology,16000846,Fully OA
Small Science,26884046,Fully OA
Small Structures,26884062,Fully OA
Smart Medicine,2688819X,Fully OA
Smart Molecules,27514595,Fully OA
SmartMat,27511871,Fully OA
Space Weather,15427390,Fully OA
SPE Polymers,26903857,Fully OA
Stem Cells International,16879678,Fully OA
Stroke Research and Treatment,20420056,Fully OA
STROKE: Vascular and Interventional Neurology,26945746,Fully OA
Structural Control and Health Monitoring,15452263,Fully OA
SusMat,26924552,Fully OA
Sustainable Food Proteins,27719693,Fully OA
The Breast Journal,15244741,Fully OA
The Bulletin of the Ecological Society of America,23276096,Fully OA
The Clinical Respiratory Journal,1752699X,Fully OA
The Depositional Record,20554877,Fully OA
The Journal of Clinical Hypertension,17517176,Fully OA
The Journal of Engineering,20513305,Fully OA
The Journal of Pathology: Clinical Research,20564538,Fully OA
The Kaohsiung Journal of Medical Sciences,24108650,Fully OA
The Plant Genome,19403372,Fully OA
The Plant Phenome Journal,25782703,Fully OA
The Scientific World Journal,1537744X,Fully OA
Theoretical Economics,15557561,Fully OA
Thoracic Cancer,17597714,Fully OA
Transactions of the London Mathematical Society,20524986,Fully OA
Transboundary and Emerging Diseases,18651682,Fully OA
Translational Biophotonics,26271850,Fully OA
Translational Sports Medicine,25738488,Fully OA
Trends in Urology & Men's Health,20443749,Fully OA
United European Gastroenterology Journal,20506414,Fully OA
Urban Agriculture & Regional Food Systems,25751220,Fully OA
UroPrecision,28351053,Fully OA
Vadose Zone Journal,15391663,Fully OA
Veterinary Medicine and Science,20531095,Fully OA
Veterinary Medicine International,20420048,Fully OA
Veterinary Record Open,20526113,Fully OA
View,2688268X,Fully OA
Water Resources Research,19447973,Fully OA
Wildlife Biology,1903220X,Fully OA
Wildlife Letters,28325869,Fully OA
Wildlife Society Bulletin,23285540,Fully OA
Wind Energy,10991824,Fully OA
World Journal of Otorhinolaryngology - Head and Neck Surgery,25891081,Fully OA
